No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
51,1,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The philosophical foundation of Values Education emphasizes:,,,Intellectual reasoning,,Moral principles and human dignity,,Physical development,,Social norms,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
52,2,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,"The root word of ""ethics"" comes from the Greek word “ethos” which means:",,,Knowledge,,Habit or character,,Spirit,,Mind,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
53,3,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The ultimate goal of Values Education is:,,,Knowledge acquisition,,Moral and spiritual development,,Academic excellence,,Skill enhancement,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
54,4,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,A teacher who guides students toward making right moral choices demonstrates:,,,Indoctrination,,Moral facilitation,,Value imposition,,Moral reasoning,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
55,5,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,Values that are accepted by all cultures such as honesty and justice are called:,,,Relative values,,Universal values,,Cultural values,,Personal values,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
56,6,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The process of clarifying one’s beliefs and principles is known as:,,,Value clarification,,Value instruction,,Value transmission,,Indoctrination,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
57,7,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,Which of the following is a cognitive theory of moral development?,,,Freud’s psychoanalytic theory,,Kohlberg’s stages of moral reasoning,,Bandura’s social learning theory,,Maslow’s hierarchy of needs,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
58,8,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,“Man is by nature good” is a belief attributed to:,,,Confucius,,Aristotle,,Nietzsche,,Machiavelli,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
59,9,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The moral foundation that emphasizes “doing good and avoiding evil” came from:,,,Utilitarianism,,Natural law ethics,,Pragmatism,,Existentialism,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
60,10,1,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,A person who acts according to conscience even when nobody is watching shows:,,,Integrity Comprehensive LET Reviewer 2025/2026 InsightfulMinds PH Reviewer,,Conformity,,Dependence,,Compliance,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
61,11,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The primary source of values for a child is:,,,The school,,The media,,The family,,The government,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
62,12,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,Which Filipino value reflects a sense of “shared identity and community spirit”?,,,Pakikipagkapwa-tao,,Bahala na,,Hiya,,Ningas-kugon,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
63,13,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,Which philosophy emphasizes the uniqueness and freedom of every person?,,,Realism,,Existentialism,,Idealism,,Pragmatism,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
64,14,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,“Educating the whole person” includes development of:,,,Cognitive and psychomotor skills,,"Moral, emotional, and spiritual dimensions",,Aesthetic judgment,,Logical reasoning,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
65,15,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The ability to make rational and moral judgments is called:,,,Conscience,,Intellect,,Emotion,,Will PART II – MORAL AND HUMAN DEVELOPMENT,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
66,16,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,Lawrence Kohlberg identified how many stages of moral development?,,,Four,,Five,,Six,,Seven,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
67,17,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,"In Kohlberg’s theory, Stage 1 emphasizes:",,,Obedience and punishment avoidance,,Social contract,,Universal ethics,,Law and order,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
68,18,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,"According to Carol Gilligan, women’s moral reasoning is often based on:",,,Justice and law,,Rules and obedience,,Care and responsibility,,Competition,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
69,19,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,"In Erikson’s theory, adolescence is marked by the crisis of:",,,Industry vs. inferiority,,Identity vs. role confusion,,Initiative vs. guilt,,Intimacy vs. isolation,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
70,20,2,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,A teacher helping students empathize with others promotes:,,,Cognitive development Comprehensive LET Reviewer 2025/2026 InsightfulMinds PH Reviewer,,Moral sensitivity,,Discipline,,Punishment,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
71,21,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The ability to see a moral issue from another person’s viewpoint is called:,,,Perspective taking,,Self-control,,Rationalization,,Moral absolutism,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
72,22,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,"According to Bandura, moral behavior is learned primarily through:",,,Punishment,,Rewards,,Modeling and observation,,Innate ability,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
73,23,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,"In Freud’s personality theory, the moral conscience is part of the:",,,Id,,Ego,,Superego,,Libido,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
74,24,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,A student returns a lost wallet without expecting any reward. This demonstrates:,,,Conventional morality,,Post-conventional morality,,Pre-conventional morality,,Amoral behavior,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
75,25,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,Which moral theory is concerned with the greatest happiness for the greatest number?,,,Deontological ethics,,Utilitarianism,,Natural law,,Hedonism,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
76,26,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,“Do not kill” and “respect for life” are examples of:,,,Social norms,,Universal moral principles,,Cultural relativism,,Situational ethics,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
77,27,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,The “Golden Rule” — “Do unto others as you would have them do unto you” — expresses:,,,Reciprocity,,Empathy,,Moral universalism,,All of the above,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
78,28,3,VAL.ED. PART 01.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/2026 VALUES EDUCATION/VAL.ED. PART 01.pdf,A teacher praises honesty among students. This is an example of:,,,Value modeling,,Value clarification,,Value imposition,,Value distortion,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
