No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
246,19,6. LET PROF ED Q&A.pdf,"Rodel is very aloof and cold in his relationships with his classmates. Which basic goal must haye not been attained by Rodel during his developmental years, according to Erikson's theory on psychological development?",Autonomy,Trust,Initiative,Generativity,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
247,19,6. LET PROF ED Q&A.pdf,"Which type of report refers toon-the-spotdescription of some incident, episode or occurrence that is being observed and recorded as being of possible significance?",Autobiographical report,Biographical report,Value and interest report,Anecdotal report,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
248,19,6. LET PROF ED Q&A.pdf,The main purpose of compulsory study of the Constitution is to __________,"develop students into responsible, thinking citizens",acquaint students with the historical development of the Philippine Constitution,make constitutional experts of the students,prepare students for law-making,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
249,19,6. LET PROF ED Q&A.pdf,"The following are used in writing performance objectives, EXCEPT",delineate,diagram,integrate,comprehend,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
250,19,6. LET PROF ED Q&A.pdf,Which can effectively measure students' awareness of values?,Projective techniques,Moral dilemma,Likert scales,Anecdotal record,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
251,20,6. LET PROF ED Q&A.pdf,The first thing to do in constructing a periodic test is for a teacher to __________,decide on the number of items for the test,go back to her instructional objectives,study the content,decide on the type of test to construct,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
252,20,6. LET PROF ED Q&A.pdf,"Teacher F is convinced that whenever a student performs a desired behavior, provided reinforcement and soon the student will learn to perform the behavior on his own. On which principle is Teacher F's conviction based?",Cognitivism,Environmentalism,Behaviorism,Constructivism,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
253,20,6. LET PROF ED Q&A.pdf,Teacher U teaches to his pupils that pleasure is not the highest good. Teacher's teaching is against what philosophy?,Realism,Hedonism,Epicureanism,Empiricism,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
254,20,6. LET PROF ED Q&A.pdf,Teacher F wanted to teach the pupils the skill to do cross stitching. Her check up quiz was a written test on the steps of cross stitching. Which characteristic of a good test does it lack?,Scorability,Reliability,Objectivity,Validity,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
255,20,6. LET PROF ED Q&A.pdf,"In self-directed learning, to what extent should a teacher's scaffolding be?",To a degree the student needs it.,"None, to force the student to learn by himself.","To the minimum, to speed up development of student's sense of independence.","To the maximum, in order to extend to the student all the help he needs.",,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
256,21,6. LET PROF ED Q&A.pdf,What can be said of Peter who obtained a score of 75 in a Grammar objective test?,He answered 75 items in the test correctly.,He answered 75% of the test items correctly.,His rating is 75.,He performed better than 5% of his classmates.,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
257,21,6. LET PROF ED Q&A.pdf,Which applies when skewnessis zero?,Mean is greater than the median,Median is greater than mean,Scores have three modes,Scores are normally distributed,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
258,21,6. LET PROF ED Q&A.pdf,Which measure(s) of central tendency separate(s) the top half of the group from the bottom half?,Median,Mean,Median and Mean,Mode,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
259,21,6. LET PROF ED Q&A.pdf,What was the most prominent educational issue of the mid 1980s?,Bilingual Education,Values Education,Accountability,Mainstreaming,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
260,21,6. LET PROF ED Q&A.pdf,How can you exhibit expert power on the first day of school?,By making them feel you know what you are talking about.,By making them realize the importance of good grades.,By reminding them your students your authority over them again and again.,By giving your students a sense of belonging and acceptance.,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
261,21,6. LET PROF ED Q&A.pdf,Which types of play is most characteristic of a four to six-year old child?,Solitary and onlooker plays,Associative and coooperative plays,Associative and onlooker plays,Cooperative and solitary plays,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
262,22,6. LET PROF ED Q&A.pdf,For which may you use the direct instruction method?,Become aware of the pollutants around us.,Appreciate Milton's Paradise Lost.,Use a microscope properly.,Distinguish war from aggression.,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
263,22,6. LET PROF ED Q&A.pdf,"Read the following then answer the question TEACHER: IN WHAT WAYS OTHER THAN THE PERIODIC TABLE MIGHT WE PREDICT THE UNDISCOVERED ELEMENTS? BOBBY: WE COULD GOTO THE MOON AND SEE IF THERE ARE SOME ELEMENTS THERE WE DON'T HAVE. BETTY: WE COULD DIG DOWN INTO THE CENTER OF THE EARTH AND SEE IF WE FIND ANY OF THE MISSING ELEMENTS RICKY: WE COULD STUDY DEBRIS FROM THE METEORITES IF WE CAN FIND ANY. TEACHER: THOSE ARE ALL GOOD ANSWERS. BUT WHAT IF THOSE EXCURSIONS TO THE MOON, TO THE CENTER OF THE EARTH, OR TO FIND METEORITES WERE TOO COSTLY AND TIME CONSUMING? HOW MIGHT WE USE THE ELEMENTS WE ALREADY HAVE HERE ON EARTH TO FIND SOME NEW ONES? Question: The Teacher's questions in the above exchange are examples of __________ questions.",fact,concept,direct,closed,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
