No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
45,44,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,A character that stands for an object,,,Hieroglyph,,Reflection,,Diagram,,Pictograph,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
46,45,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,Among the problems confronting the Aquino administration was the threat from the MNLF in Mindanao. What is the meaning of MNLF.,,,Moro National Liberation Fighter,,Moro National Liberation Front,,Moro National Liberation Foundation,,Moro National Liberation Freedom,,,,,,LET Secondary,Social Studies,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
47,46,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,An idea formed from 2 or more pictographs joined together.,,,Isography,,Ideography,,Geography,,Orthography,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
48,47,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,Which is considered as the most ancient part of the world by historians?,,,Gangetic Valley,,Southern part of Vindhya Mountain,,North Western Indian Valley,,North Eastern part of India,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
49,48,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,The TV station and media installations that were blocked by the rebel soldiers,,,Channel 2,,Channel 5,,Channel 7,,Channel 9,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
50,49,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,"The name ""Archipelago of San Lazarus"" was given to the Philippines by",,,Ruy López de Villalobos,,Ferdiand Magellan,,Miguel López de Legazpi,,Antonio Pigafetta,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
51,50,5,SOCIAL SCIENCE REVIEWER A.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER A.pdf,"The actual site in Maragondon, Cavite where the Bonifacio brother, Andres & Procopio, were executed",,,Mt. Hulog,,Mt. Halcon,,Mt. Montalban,,Mt Isarog,,,,,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
52,1,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,"Many revolutionaries were executed during the early years of the Katipunan. On March 23,1897, Capiz witnessed the execution of katipuneros from kalibo. What were these martyrs called?",,,"""Martyrs of Capiz""",,"""Martyrs of Santo Tomas""",,"""Nineteen martyrs of Kalibo""",,"""The three martyrs""",,,,,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
53,2,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,The American consul-general who collaborated with Gen. Aguinaldo against Spain,,,Adna Chaffee,,Manuel Tinio,,Spencer Patt,,Joseph Wheeler,,,,,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
54,3,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,He vessel that Aguinaldo and his men upon their return to the Philippines from Hongkong,,,Fort McHenry,,Victoria,,McCulloch,,Sampson,,,,,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
55,4,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,The person who was named as 'Tiger of Mysore',,,Tippu Sultan,,Hyder Ali,,Sabdar Ali,,Fadek Hyder,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
56,5,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,A Filipino sergeant who led about 200 Filipino soldiers and workers in the famous Cavity Mutiny,,,Paciano,,Gomez,,Zamora,,La Madrid,,,,,,LET Secondary,Filipino,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
57,6,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,'Siravasthi' means,,,Temple,,Town,,River,,Holy Book,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.52,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
58,7,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Which Ocean has one third of land surface in the world,,,Indian Ocean,,Arctic Ocean,,Pacific Ocean,,Atlantic Ocean,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
59,8,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,The science of constructing map is called,,question_image_page_01_q8,Topography,,Demography,,Cartography,,Geography,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,Yes,,0.47,Needs Image Extraction,Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually.
60,9,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,The Archbishop of Manila who defended the Filipino clergy even up to the execution of GOM- BUR-ZA,,,Archbishop Tagle,,Archbishop Martinez,,Archbishop Ledesma,,Archbishop Palma,,,,,,LET Secondary,Filipino,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
61,10,1,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,The Article which deals with 'Education for All',passage_page_01_q10,,Article 41,,Article 43,,Article 45,,Article 44,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
62,11,1-2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,City where the novel El Filibusterismo was published,,,Belin,,Kowloon,,Ghent,,Hamburg,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
63,12,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,A satirical anti-friar novelette written by Graciano Lopez Jaena,,,Fray Butod,,Diaryong Tagalog,,La Indolencia de los Filipinos,,Su Palan de Estudio,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
64,13,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Spanish Governor who SIGNED the death sentence of Jose Rizal?,,,Gen. De Sande,,Gen. McArthur,,Gen. Polavieja,,Gen. Despujol,,,,,,LET Secondary,Social Studies,Grammar,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
65,14,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Who is known as the Father of Economics,,,Karl Marx,,John Marshall,,Malthus,,Adam Smith,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
66,15,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,'Khajuraho' temple was built by,,,Sandelas,,Chauhans,,Prathiharas,,Rajputs,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
67,16,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Which is the nearest planet to the sun in the solar system?,,,Earth,,Marse,,Mercury,,Jupiter,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
68,17,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Choose the largest map scale from the following,,question_image_page_02_q17,"1:50,000",,"1:00,000",,"1:250,000",,None of these,,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,Yes,,0.47,Needs Image Extraction,Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually.
69,18,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Spanish Governor who ordered the DEPORTATION of Jose rizal to Dapitan is,,,Gen. De Sande,,Gen. McArthur,,Gen. Polavieja,,Gen. Despujol,,,,,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
70,19,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,Date of proclamation of the first Philippines Republic,,,"June 12, 1894",,"July 4, 1946",,"June 4, 1894",,"July 12, 1946",,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
71,20,2,SOCIAL SCIENCE REVIEWER B.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/1. Drills A/SOCIAL SCIENCE REVIEWER B.pdf,The basic features of Economics are,,,"Production, Labor, Income",,"Production, Labor, Consumption",,"Production, Distribution, Income",,"Production, Distribution, Consumption",,,,,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies a LET Secondary major/specialization source. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
