No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
28,12,1-2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Spot the correct word to complete the analogy. Donkey & Horse:Mule::Lion & Tiger:,,,Panther,,Leopard,,Thrag Comprehensive & Ultimate LET Reviewer (2025-2026) EduPro PH Reviewer,,,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.47,Incomplete,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
29,13,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which is NOT synonym for ‘sleepy’?,,,Soporific,,Somnolent,,Hyperbolic,,Liger,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
30,14,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Guest house rooms must be _________ by noon.,,,Vacated,,Evacuated,,Abandoned,,Lethargic,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.47,Needs Review,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
31,15,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which is NOT synonym for ‘gathering’?,,,Contesseration,,Conjuration,,Collocation,,Left,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
32,16,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Complete the analogy. Obese : Fat :: Polydactyl:,,,Wives/husbands,,Fingers/toes,,Arms/legs,,Brothers/sisters,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
33,17,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,The President is a loquacious speaker. LOQUACIOUS means:,,,Reserved,,Reticent,,Taciturn,,Verbose,,,,,,LET Secondary,English,Government,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
34,18,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,"Which word is defined by: A great fire, as of many buildings, a forest, or the like?",,,Consanguineous,,Conflagration,,Blizzard,,Chaos,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
35,19,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,You eat like a horse when ________________________________.,,,Get used to something new,,Drink large quantities of alcohol,,Have a healthy apetite,,Run fast,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.47,Needs Review,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
36,20,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,"Unless we find a witness to corroborate your evidence, it will not stand courts. CORROBORATE means:",,,Negate,,Confirm,,Collaborate,,Interpret,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
37,21,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which word sound different?,,,Fret,,Depth,,Sweat,,Treat,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
38,22,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,“Cat” is written in phonemic IPA transcription as:,,,/kæt/,,/kot/,,/kait/,,/k^t/,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
39,23,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,The IPA transcription “/dz^mt/” means:,,,Waited,,Jumped,,Kissed,,Wished,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
40,24,2,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which of the following job has the stress on the first syllable?,,,Photographer,,Psychiatrist,,Biologist,,Secretary,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
41,25,2-3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which word has a different vowel sound?,,,Melt,,Wealth,,Breathe,,Health Comprehensive & Ultimate LET Reviewer (2025-2026) EduPro PH Reviewer,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
42,26,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which of the following words DOES NOT contain (voiceless th)?,,,Teeth,,Mouth,,Health,,,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
43,27,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which word DOES NOT rhyme with the others?,,,Sew,,Through,,Due,,Breathe,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
44,28,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which of these capitalized words do NOT rhyme?,,,I know it CLEAR.,,That’s not easy to BEAR.,,"It shows, it’s a SHEER truth.",,Do,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
45,29,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which of the following does NOT belong?,,,Worked,,Watched,,Walled,,Let’s give a CHEER.,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
46,30,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,The movie was ________ the book.,,,as,,as good as,,good as,,as good,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.47,Needs Review,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
47,31,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Which of the following sentences is punctuated correctly?,,,"He worked all night; therefore, he was able to finish the report in time.",,"He worked all night, therefore, he was able to finish the report in time.",,He worked all night therefore he was able to finish the report in time.,,"He worked all night, therefore he was able to finish the report in time.",,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
48,32,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Select the sentence with the most appropriate order of adverbs and adverbial phrases.,,,Ramonita prays at St. Matthew’s Church fervently for her grandmother’s recovery.,,Ramonita prays fervently at St. Matthew’s Church for her grandmother’s recovery.,,Ramonita prays fervently for her grandmother’s recovery at St. Matthew’s Church.,,Any one of the choices is fine.,,,,,,LET Secondary,English,Grammar,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
49,33,3,ENGLISH BOOSTER DRILL PART 1.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/ENGLISH BOOSTER DRILL/ENGLISH BOOSTER DRILL PART 1.pdf,Select the sentence with the most appropriate order of modifiers.,,,,,My father was in Cebu born in the backroom of a bakery.,,My father was born in Cebu in the bakery of a backroom.,,My father was born in the backroom in a bakery of Cebu.,,My father was born in the backroom of a bakery in Cebu.,,,,LET Secondary,English,Grammar,Cannot Determine,No,,0.47,Incomplete,Path identifies a LET Secondary English major source. No answer key or embedded answer was matched for this item.
